fir_id,fir_text,bns_section
1404,The wharfinger stole items from cargo entrusted to him for storage.,326
1405,The accused transport operator stole goods from shipments entrusted to his care.,326
1406,My trusted household servant misappropriated lakhs of rupees from my company accounts.,327
1407,The office clerk stole money from petty cash entrusted to him by the employer.,327
1408,The servant misappropriated expensive jewellery entrusted to him for cleaning.,327
1409,My employee who was trusted with company accounts transferred money to his own account.,327
1410,The company's accountant stole funds that were under his control as an employee.,327
1411,The bank manager misappropriated fixed deposit funds of elderly clients.,328
1412,The accused public servant misappropriated government funds in his official capacity.,328
1413,The broker misappropriated my investment funds that were entrusted to him.,328
1414,The accused agent misappropriated lakhs of rupees of client funds under his management.,328
1415,The accused bank official misappropriated large sums from customers' accounts under his custody.,328
1416,A company cheated me by taking fifty thousand rupees as advance for a flat that does not exist.,329
1417,The accused deceived me by selling me a fake gold chain claiming it was pure 22-karat gold.,329
1418,An online seller took my payment for goods and then blocked me without delivering anything.,329
1419,The accused misrepresented the property documents and cheated me of my life savings.,329
1420,A broker deceived me into investing money promising high returns then disappeared with my funds.,329
1421,The accused cheated me by pretending to be a bank officer and obtaining my account details.,330
1422,The accused posed as a government official and cheated me of money.,330
1423,The accused impersonated a tax officer and collected money fraudulently from me.,330
1424,The accused cheated me by pretending to be my son in distress and took money from me.,330
1425,The accused impersonated a judicial officer and took money from me fraudulently.,330
1426,The accused cheated my elderly mother who was his client by misusing his position as her advisor.,331
1427,The accused cheated his own client for whose benefit he was legally bound to act.,331
1428,The accused cheated me in a matter where he was legally bound to protect my interests.,331
1429,The accused cheated his customer by making him sign a document he was bound to protect.,331
1430,The accused cheated his beneficiary taking advantage of his position as a legal trustee.,331
1431,The accused cheated me into giving him my gold chain by showing a fake receipt.,332
1432,The accused cheated me and dishonestly induced me to hand over my valuable documents.,332
1433,The accused cheated me into signing a document transferring my property to him.,332
1434,The accused cheated me and induced me to make a valuable security in his favour.,332
1435,The accused deceived me and induced me to hand over a signed blank cheque to him.,332
1436,The accused cheated me in a card game by using a marked deck to win my money.,333
1437,The accused used a rigged gambling game to cheat me of fifty thousand rupees.,333
1438,The accused cheated me in a crooked dice game at the casino.,333
1439,The accused used a fixed gambling setup to cheat many victims of large amounts.,333
1440,The accused ran a fraudulent gambling scheme to cheat victims out of their money.,333
1441,The accused deliberately broke my car windshield causing damage worth twenty thousand rupees.,334
1442,My shop shutters were damaged and glass was broken by the accused and his associates.,334
1443,The accused set fire to my crops causing loss of nearly one lakh rupees worth of harvest.,334
1444,My vehicle was deliberately damaged by the accused who scratched it all over.,334
1445,The accused broke the windows of my house and damaged furniture worth fifty thousand rupees.,334
1446,The accused trespassed into my farmland and refused to leave when asked to do so.,335
1447,An unknown person entered my property without permission and threatened to stay.,335
1448,The accused entered my home unlawfully and insulted and threatened me and my family.,335
1449,A group of men trespassed into my premises and damaged equipment in the storage area.,335
1450,The accused entered my shop without permission and threatened to disrupt my business.,335
1451,The accused broke open the door of my house and entered threatening to kill me.,336
1452,The accused entered my flat without permission through a window while I was sleeping.,336
1453,An intruder was found inside my house who had entered through the back door.,336
1454,The accused entered my house illegally and began abusing me and my family members.,336
1455,Thieves broke into my dwelling house by breaking the lock on the back window.,336
1456,The accused broke into my house planning to murder my father who had given evidence against him.,337
1457,The accused trespassed into my house intending to commit murder.,337
1458,The accused entered my residence with the intent to commit an offence punishable with death.,337
1459,The accused broke into my house armed and intending to commit a capital offence.,337
1460,The accused committed house trespass with the intent to commit murder.,337
1461,The accused broke into my house planning to commit an offence punishable with life imprisonment.,338
1462,The accused committed house trespass to commit a crime punishable with life imprisonment.,338
1463,The accused entered my house illegally intending to commit rape which carries life imprisonment.,338
1464,The accused broke into my house with intent to commit kidnapping for ransom.,338
1465,The accused trespassed planning to commit a crime punishable with life imprisonment.,338
1466,The accused broke into my house to steal valuable documents from my safe.,339
1467,The accused committed house trespass to steal money from the household.,339
1468,The accused entered my house illegally planning to commit theft.,339
1469,The accused broke into my shop intending to steal goods kept there.,339
1470,The accused trespassed into my house planning to steal and escape without being caught.,339
1471,The accused broke into my house after arming himself ready to hurt anyone who resisted.,340
1472,The accused committed house trespass having made preparation for assaulting the residents.,340
1473,The accused entered my house with weapons ready to use if confronted.,340
1474,The accused committed house trespass after preparing to assault and restrain me.,340
1475,The accused broke into my house armed and ready to use force on anyone inside.,340
1476,The accused broke into my house at night by cutting the window bars with a hacksaw.,341
1477,The accused committed lurking house trespass by entering through the roof.,341
1478,The accused broke into my house by removing the back wall bricks.,341
1479,The accused picked the lock and entered my house committing house breaking.,341
1480,The accused broke into the house by forcing the door with a crowbar.,341
1481,The accused broke into my house at night to steal and made off with valuables.,342
1482,The accused committed lurking house trespass to commit theft of my savings.,342
1483,The accused broke into my house at night and stole all the cash from the safe.,342
1484,The accused committed lurking house trespass to steal the company accounts.,342
1485,The accused broke into my house stealthily at night to steal jewellery and cash.,342
1486,The accused broke into my house at night armed and assaulted my watchman.,343
1487,The accused committed lurking house trespass at night after preparing to hurt residents.,343
1488,The accused broke into my house armed and ready to hurt anyone who confronted them.,343
1489,The accused committed house breaking having weapons ready to assault inhabitants.,343
1490,The accused broke into my house at night after having made preparation to hurt my family.,343
1491,The accused broke into my house at night by breaking the lock of the back door.,344
1492,The accused committed house breaking by removing window bars at night.,344
1493,The accused broke into my flat at night by cutting through the iron grill.,344
1494,The accused broke into my house at night by forcing open the rear door.,344
1495,The accused committed house breaking at night when the family was asleep.,344
1496,The accused was putting false marks on goods to make them appear to be of higher quality.,345
1497,The accused put counterfeit brand marks on products to pass them off as branded goods.,345
1498,The accused was marking his goods with false trade marks to deceive consumers.,345
1499,The accused used counterfeit property marks on merchandise to pass it off as genuine.,345
1500,The accused put false marks on inferior goods to pass them off as superior branded products.,345
1501,The accused was selling goods bearing counterfeit property marks.,346
1502,The accused sold goods with false and counterfeit marks on them.,346
1503,The accused was found selling products bearing fake property marks.,346
1504,The accused sold merchandise with counterfeit marks deceiving customers.,346
1505,The accused sold goods bearing false marks that he knew were counterfeit.,346
1506,The accused forged my signature on a property document and sold my land illegally.,347
1507,A person created a fake agreement with my forged signature to claim money from me.,347
1508,The accused made a false document in my name to obtain a bank loan fraudulently.,347
1509,My property papers were forged by the accused who then used them to transfer ownership.,347
1510,The accused created a fake birth certificate with altered details to get school admission.,347
1511,The accused forged a court order to get property from the court registry.,348
1512,The accused created a fake court judgment to get property transferred in his name.,348
1513,The accused produced a forged court record to claim rights over disputed property.,348
1514,The accused forged a public register entry to claim illegal rights to property.,348
1515,The accused created a fake court process to cause loss to an innocent person.,348
1516,The accused forged a will to claim my father's entire property after his death.,349
1517,The accused created a fake will for my deceased mother claiming all her property.,349
1518,The accused forged a property deed to transfer my property to himself.,349
1519,The accused forged a valuable security document to claim money from my bank.,349
1520,The accused forged a power of attorney in my name to transfer my property.,349
1521,The accused used a forged property deed he knew was fake to transfer my land.,350
1522,The accused used a document he knew was forged to obtain money from a court.,350
1523,The accused presented forged papers he knew were fake in the property registration office.,350
1524,The accused used forged accounts knowing they were fake in the court proceedings.,350
1525,The accused used a forged will knowing it to be fake to claim inheritance.,350
1526,The accused threatened to kill me if I testify against him in the court case.,351
1527,My neighbour sent threatening messages saying he would harm my family if I filed a complaint.,351
1528,The accused called me and threatened to break my legs if I did not withdraw the case.,351
1529,A person sent me a letter threatening to burn my house if I did not pay him money.,351
1530,The accused verbally threatened to kidnap my child in front of witnesses to cause fear.,351
1531,My neighbour abused and insulted me in front of many people knowing it would cause a fight.,352
1532,The accused made highly insulting comments about me publicly intending to provoke me to fight.,352
1533,The accused hurled caste-based insults at me in a public place in front of a large crowd.,352
1534,After the argument the accused repeatedly insulted me in front of others to provoke me.,352
1535,The accused insulted my family members publicly using abusive language in the colony.,352
1536,The accused spread rumours on social media that there was a riot in our city causing panic.,353
1537,False messages circulated by the accused about a disease outbreak caused fear among the public.,353
1538,The accused spread false information that police were arresting people of a particular religion.,353
1539,The accused spread fake news about a bomb threat in the area causing mass panic.,353
1540,A message falsely attributed to the Health Department was shared by the accused causing fear.,353
1541,The accused spread rumours and statements that were likely to cause public mischief.,354
1542,The accused made statements with intent to cause fear and alarm among the community.,354
1543,The accused circulated false information that was likely to cause public disorder.,354
1544,The accused published statements that could induce members of public to commit offences.,354
1545,The accused spread rumours intending to cause panic that would lead to public disorder.,354
1546,The accused threatened to invoke divine wrath on me if I did not give up my legal claim.,355
1547,The accused tried to induce me through superstitious fear to abandon my lawful rights.,355
1548,The accused threatened that God would punish my family if I proceeded with the court case.,355
1549,The accused used religious blackmail to frighten me into not pursuing my legal rights.,355
1550,The accused induced me through supernatural threats to omit doing what I was legally entitled to.,355
1551,The accused published false and defamatory statements about me on social media platforms.,356
1552,My business rival spread false rumours in the neighbourhood damaging my reputation.,356
1553,The accused made false allegations against me in a public meeting attended by many people.,356
1554,The newspaper printed false and defamatory content about me causing serious reputational damage.,356
1555,The accused made false statements about my character in front of my employer and colleagues.,356
1556,The accused abandoned his sick elderly mother without making arrangements for her care.,357
1557,The accused left his bedridden father alone without providing food or necessary care.,357
1558,The accused who was obligated to look after an infirm person abandoned them without care.,357
1559,The accused failed to provide necessities of life to a helpless elderly person in his care.,357
1560,The accused left an infirm person dependent on him without making any arrangements for care.,357
